epoch,lr,train_loss,val_loss,pseudo_dice
429,0.00173,-0.5946,-0.5314,0.7727
430,0.0017,-0.5901,-0.4912,0.7445
431,0.00168,-0.5966,-0.5369,0.7602
432,0.00166,-0.6147,-0.5683,0.7617
433,0.00164,-0.603,-0.5415,0.758
434,0.00162,-0.6005,-0.5444,0.7801
435,0.00159,-0.6112,-0.5237,0.7815
436,0.00157,-0.5954,-0.4964,0.6772
437,0.00155,-0.6081,-0.5502,0.7346
438,0.00153,-0.5935,-0.5817,0.7684
439,0.00151,-0.5833,-0.4983,0.7675
440,0.00148,-0.5961,-0.5408,0.765
441,0.00146,-0.5961,-0.5605,0.7807
442,0.00144,-0.5886,-0.5792,0.7489
443,0.00142,-0.6097,-0.5493,0.7912
444,0.00139,-0.6065,-0.5208,0.7387
445,0.00137,-0.6001,-0.5216,0.7374
446,0.00135,-0.603,-0.5381,0.7317
447,0.00133,-0.618,-0.5529,0.7719
448,0.0013,-0.5933,-0.6037,0.788
449,0.00128,-0.6005,-0.535,0.7396
450,0.00126,-0.5899,-0.5798,0.7631
451,0.00124,-0.614,-0.5847,0.7841
452,0.00121,-0.6004,-0.512,0.7618
453,0.00119,-0.6092,-0.547,0.7847
454,0.00117,-0.6008,-0.5801,0.7889
455,0.00115,-0.629,-0.5395,0.766
456,0.00112,-0.621,-0.5371,0.7394
457,0.0011,-0.6078,-0.5616,0.7597
458,0.00108,-0.6182,-0.5107,0.7546
459,0.00105,-0.6188,-0.5029,0.7531
460,0.00103,-0.6013,-0.5916,0.7555
461,0.00101,-0.6296,-0.5208,0.757
462,0.00098,-0.6251,-0.6127,0.8235
463,0.00096,-0.6084,-0.5364,0.7705
464,0.00094,-0.6287,-0.5196,0.7707
465,0.00091,-0.6214,-0.5163,0.7714
466,0.00089,-0.6108,-0.4999,0.774
467,0.00087,-0.6055,-0.5457,0.756
468,0.00084,-0.6357,-0.5795,0.7646
469,0.00082,-0.6148,-0.5533,0.7741
470,0.00079,-0.6233,-0.5272,0.7627
471,0.00077,-0.6243,-0.5529,0.7672
472,0.00075,-0.6053,-0.5889,0.7386
473,0.00072,-0.6251,-0.5206,0.7731
474,0.0007,-0.6242,-0.4755,0.7209
475,0.00067,-0.6231,-0.5499,0.7882
476,0.00065,-0.6212,-0.5397,0.7606
477,0.00063,-0.6251,-0.5229,0.7456
478,0.0006,-0.6159,-0.5723,0.7865
479,0.00058,-0.6255,-0.532,0.7596
480,0.00055,-0.6284,-0.5536,0.7623
481,0.00053,-0.6236,-0.5587,0.777
482,0.0005,-0.6114,-0.5071,0.7199
483,0.00048,-0.6242,-0.5385,0.772
484,0.00045,-0.6303,-0.4782,0.7012
485,0.00043,-0.6302,-0.5687,0.7947
486,0.0004,-0.6099,-0.5697,0.8051
487,0.00037,-0.617,-0.5328,0.7697
488,0.00035,-0.6384,-0.5577,0.7848
489,0.00032,-0.6223,-0.5346,0.7733
490,0.0003,-0.6355,-0.5362,0.7507
491,0.00027,-0.6325,-0.571,0.7839
492,0.00024,-0.6432,-0.5685,0.7499
493,0.00021,-0.6534,-0.5949,0.785
494,0.00019,-0.6192,-0.544,0.7929
495,0.00016,-0.635,-0.5436,0.7572
496,0.00013,-0.652,-0.5331,0.7597
497,0.0001,-0.6192,-0.4797,0.7846
498,7e-05,-0.643,-0.5891,0.7825
499,4e-05,-0.6376,-0.5041,0.7367
